Unnamed: 0,word,root word,root language,second language,ranked languages
5996,pim,,,,
5997,pimples,pimple,Old English,Latin,Old English;Latin
5998,pin,pin,Old English,Germanic,Old English;Germanic;Old Saxon;Old Norse;Middle Dutch;Dutch;German;Latin
5999,pinches,,,,
6000,pink,pink,Dutch,English,Dutch;English
6001,pink-veined,,,,
6002,pint,pint,Old French,Latin,Old French;Latin;Spanish;Italian
6003,piously,pious,Latin,,Latin
6004,pipeclayed,,,,
6005,piping,pi,Greek,English,Greek;English;Latin
6006,pit,pit,Old English,Germanic,Old English;Germanic;Old Frisian;Old Saxon;Old Norse;Middle Dutch;Dutch;German;Latin
6007,pitch,pitch,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Old Norse;Latin;Greek;Slavonic
6008,pitched,pitch,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;German;Old Norse;Latin;Greek;Slavonic
6009,piteously,piteous,Old French,Latin,Old French;Latin
6010,pitiable,pitiable,Old French,,Old French
6011,pitied,,,,
6012,pitiful,,,,
6013,pitilessly,,,,
6014,pius,pius,Latin,,Latin
6015,pivot,pivot,Old French,,Old French
6016,placidly,placid,French,Latin,French;Latin
6017,plaid,plaid,Latin,,Latin
6018,plaintive,plaintive,Old French,,Old French
6019,planks,,,,
6020,planned,,,,
6021,plans,,,,
6022,plants,,,,
6023,plausible,plausible,Latin,,Latin
6024,plead,plead,Old French,Latin,Old French;Latin
6025,pleasantry,pleasantry,French,,French
6026,pleasing,plea,Old French,Latin,Old French;Latin
6027,pleasures,,,,
6028,plenty,plenty,Old French,Latin,Old French;Latin;English
6029,plots,,,,
6030,plucked,,,,
6031,plum-pudding,,,,
6032,plumped,,,,
6033,plundered,,,,
6034,plunged,,,,
6035,plying,ply,Latin,Greek,Latin;Greek;Slavonic;Old English
6036,pocket-handkerchief,,,,
6037,poetic,poetic,French,Latin,French;Latin;Greek
6038,poised,poise,Old French,Latin,Old French;Latin
6039,poisons,,,,
6040,poles,,,,
6041,policy,policy,French,Latin,French;Latin;Greek
6042,political,political,Latin,Greek,Latin;Greek
6043,polkas,,,,
6044,pompous,pompous,Old French,Latin,Old French;Latin
6045,pomps,,,,
6046,pontificates,pontificate,Latin,,Latin
6047,pony,pony,Latin,,Latin
6048,poolbeg,,,,
6049,poor-looking,,,,
6050,popes—not,,,,
6051,popes—of,,,,
6052,popped,,,,
6053,poppens,,,,
6054,populated,populate,Latin,,Latin
6055,porcelain,porcelain,French,Italian,French;Italian;Latin
6056,porch,porch,Old French,Latin,Old French;Latin;Old English
6057,porters,,,,
6058,portholes,,,,
6059,portmanteaus,,,,
6060,possibility,possibility,Old French,Latin,Old French;Latin
6061,pots,,,,
6062,pouch,pouch,Old French,Germanic,Old French;Germanic;Old English
6063,pounding,pound,Old English,Germanic,Old English;Germanic;German;Middle Dutch;Dutch;Old Frisian;Old Norse;Latin
6064,pour,pour,Old English,Old French,Old English;Old French;Latin
6065,powerful-looking,,,,
6066,practical,practical,Old French,Latin,Old French;Latin;Greek
6067,practices,practice,Old French,Latin,Old French;Latin;Greek
6068,prayer,prayer,Old French,Latin,Old French;Latin
6069,preach,preach,Old English,Latin,Old English;Latin;Old French
6070,preaching,preach,Old English,Latin,Old English;Latin;Old French
6071,precaution,precaution,French,Latin,French;Latin
6072,preceded,precede,French,Latin,French;Latin
6073,preconsidered,,,,
6074,predicate,predicate,Latin,,Latin
6075,prefer,prefer,Old French,Latin,Old French;Latin;English
6076,preparatory,preparatory,Latin,,Latin
6077,presently,,,,
6078,pretending,,,,
6079,pretentious,pretentious,French,Latin,French;Latin
6080,prevail,prevail,Old French,Latin,Old French;Latin;English
6081,prevalent,prevalent,Latin,,Latin
6082,previously,previous,Latin,,Latin
6083,prey,prey,Old French,Latin,Old French;Latin
6084,price,price,Old French,,Old French
6085,pricked,prick,Old English,Germanic,Old English;Germanic;German;Dutch
6086,priestess,,,,
6087,priesthoods,,,,
6088,priestly,priestly,Old English,,Old English
6089,priests,,,,
6090,prim,prim,Old French,Latin,Old French;Latin
6091,prima,prima,Italian,Latin,Italian;Latin
6092,prime,,,,
6093,prince,,,,
6094,princely,,,,
6095,princes,,,,
6096,principal,principal,Old French,Latin,Old French;Latin
6097,principle,principle,Old French,Latin,Old French;Latin;English
6098,principles,principle,Old French,Latin,Old French;Latin;English
6099,print,print,Old French,Latin,Old French;Latin;Middle Dutch;Dutch;Germanic;English
6100,printers,,,,
6101,prize,prize,Old French,,Old French
6102,prizes,prize,Old French,,Old French
6103,pro-cathedral,,,,
6104,problems,,,,
6105,prodigy,prodigy,Latin,,Latin
6106,produces,,,,
6107,production,production,Old French,Latin,Old French;Latin
6108,profane,profane,Old French,Latin,Old French;Latin
6109,profession,profession,Old French,Latin,Old French;Latin
6110,professional,,,,
6111,professionally,,,,
6112,profile,profile,Italian,,Italian
6113,progressing,progress,Old French,Latin,Old French;Latin;English
6114,project,project,Latin,American English,Latin;American English;English
6115,projecting,project,Latin,American English,Latin;American English;English
6116,promises,promise,Old French,Latin,Old French;Latin
6117,promising,,,,
6118,pronounce,pronounce,Old French,Latin,Old French;Latin
6119,pronounced,,,,
6120,pronunciation,pronunciation,French,Latin,French;Latin
6121,proofs,,,,
6122,prop,prop,Middle Dutch,Dutch,Middle Dutch;Dutch;German;Latin;Irish;English
6123,propagandism,,,,
6124,property,property,Old French,Latin,Old French;Latin;Greek;English
6125,prophecy,prophecy,Old French,Latin,Old French;Latin;Spanish;Italian;Greek
6126,proposal,,,,
6127,prosperity,prosperity,Old French,Latin,Old French;Latin
6128,prosperous,prosperous,French,,French
6129,prostrate,,,,
6130,protect,protect,Latin,,Latin
6131,protested,protest,Old French,Latin,Old French;Latin
6132,protesting,protest,Old French,Latin,Old French;Latin
6133,protruded,protrude,Latin,,Latin
6134,proudly,proudly,Old English,,Old English
6135,proved,prove,Old French,Latin,Old French;Latin;Spanish;Italian;Old English
6136,provided,,,,
6137,proxy,proxy,French,Latin,French;Latin
6138,prudence,,,,
6139,public-houses,,,,
6140,publican—eh,,,,
6141,published,publish,Old French,Latin,Old French;Latin;English
6142,puckers,,,,
6143,pudding-fork,,,,
6144,puffs,,,,
6145,pulls,,,,
6146,pulp,,,,
6147,pulse,pulse,Latin,French,Latin;French
6148,punches,,,,
6149,punctiliously,punctilious,Italian,Latin,Italian;Latin
6150,punctuated,punctuate,Latin,,Latin
6151,purest,,,,
6152,purposed,purpose,Old French,Latin,Old French;Latin
6153,pushing,pus,Latin,Sanskrit,Latin;Sanskrit;Greek;Old English
6154,pyramid,pyramid,Latin,Old French,Latin;Old French;Greek
6155,quaint,quaint,Old French,Latin,Old French;Latin;English
6156,quaintness,,,,
6157,quality,quality,Old French,Latin,Old French;Latin;Greek
6158,quarrels,,,,
6159,quavering,,,,
6160,quincunx,quincunx,Latin,,Latin
6161,quivering,quiver,Old French,Germanic,Old French;Germanic;German;Old Saxon;Old Frisian;Old English
6162,quizzically,,,,
6163,quizzing,,,,
6164,quoting,quo,Latin,,Latin
6165,rabbit,rabbit,French,Middle Dutch,French;Middle Dutch;Dutch;Germanic
6166,radiant,,,,
6167,rag,rag,Old Norse,Old English,Old Norse;Old English;Germanic;American English
6168,rail,,,,
6169,raillery,raillery,French,,French
6170,raindrops,,,,
6171,raked,rake,Old English,,Old English
6172,rambled,,,,
6173,random,random,Old French,Germanic,Old French;Germanic;German;Old English
6174,rang,rang,English,,English
6175,rank,,,,
6176,rankled,rankle,Old French,Latin,Old French;Latin
6177,rapid,rapid,French,Latin,French;Latin;Greek
6178,rapture,,,,
6179,raptures,,,,
6180,rasping,ras,Arabic,,Arabic
6181,rate,rate,Old French,Latin,Old French;Latin
6182,ratepayer,,,,
6183,rattle,,,,
6184,rattled,,,,
6185,raucous,raucous,Latin,French,Latin;French;Spanish;Italian;Sanskrit;Greek;Slavonic;Old English
6186,ravaged,ravage,French,,French
6187,ravelli,,,,
6188,raving,,,,
6189,re-covered,,,,
6190,re-emerged,,,,
6191,re-entered,,,,
6192,reaching,,,,
6193,reader,reader,Old English,Dutch,Old English;Dutch;German
6194,readily,,,,
6195,readjusted,,,,
6196,readjustment,,,,
6197,reads,,,,
6198,realists,,,,
6199,reality,reality,French,Latin,French;Latin
6200,reappeared,,,,
6201,rearranged,,,,
6202,reasserted,,,,
6203,reassurance,,,,
6204,reassuringly,,,,
6205,rebuke,,,,
6206,recede,recede,French,Latin,French;Latin
6207,recent,recent,Latin,Greek,Latin;Greek;Sanskrit;Old Irish;Slavonic
6208,recherche,recherche,French,Latin,French;Latin
6209,recipients—or,,,,
6210,reciprocated,reciprocate,Latin,,Latin
6211,recklessness,recklessness,Old English,,Old English
6212,recognition,recognition,French,Latin,French;Latin
6213,reconstruct,,,,
6214,recruits,,,,
6215,rectangle,rectangle,Latin,Old French,Latin;Old French
6216,rectify,rectify,Old French,Latin,Old French;Latin
6217,rectitude,rectitude,French,Latin,French;Latin
6218,recur,recur,Latin,,Latin
6219,recurrences,,,,
6220,recurring,,,,
6221,red-faced,,,,
6222,red-nosed,,,,
6223,reddish,,,,
6224,redeemer,,,,
6225,redeeming,redeem,French,Latin,French;Latin
6226,reefer,reefer,Spanish,,Spanish
6227,reeking,reek,Old English,Old Norse,Old English;Old Norse;Germanic;Old Frisian;Middle Dutch;Dutch;German
6228,reflecting,reflect,Old French,Latin,Old French;Latin
6229,reflection,reflection,Latin,,Latin
6230,refractory,refractory,Latin,,Latin
6231,refraining,refrain,Old French,Latin,Old French;Latin
6232,refuge,refuge,Old French,Latin,Old French;Latin
6233,refused,refuse,Old French,,Old French
6234,regained,regain,Old French,,Old French
6235,registered,,,,
6236,registration,registration,French,Latin,French;Latin
6237,regretted,,,,
6238,regulate,regulate,Latin,,Latin
6239,rehabilitated,rehabilitate,Latin,,Latin
6240,rehearsal,rehearsal,Old French,,Old French
6241,rehearsing,,,,
6242,reign,reign,Old French,Latin,Old French;Latin
6243,reiterating,,,,
6244,related,,,,
6245,relatives,relative,French,Latin,French;Latin
6246,relaxation,relaxation,Old French,Latin,Old French;Latin
6247,relenting,relent,Latin,Old French,Latin;Old French
6248,relight,,,,
6249,relish,,,,
6250,remarked,,,,
6251,remarks,,,,
6252,remembrance,remembrance,Old French,,Old French
6253,reminding,,,,
6254,reminds,,,,
6255,reminiscence,reminiscence,French,Latin,French;Latin;Greek
6256,reminiscences,reminiscence,French,Latin,French;Latin;Greek
6257,remonstrative,,,,
6258,remorse,remorse,Old French,Latin,Old French;Latin;English
6259,removal,,,,
6260,removed,,,,
6261,removing,,,,
6262,renege,renege,Latin,,Latin
6263,renew,renew,English,Latin,English;Latin
6264,renounce,renounce,Old French,Latin,Old French;Latin
6265,rented,rent,Old French,,Old French
6266,repaid,,,,
6267,repeat,,,,
6268,repelled,,,,
6269,repentant,repentant,Old French,,Old French
6270,replace,,,,
6271,replenished,replenish,Old French,Latin,Old French;Latin
6272,reply,,,,
6273,reports,,,,
6274,repose,repose,French,,French
6275,reposing,repo,American English,English,American English;English
6276,represent,represent,Old French,Latin,Old French;Latin
6277,represented,represent,Old French,Latin,Old French;Latin
6278,reputed,,,,
6279,required,,,,
6280,resemble,resemble,Old French,Latin,Old French;Latin
6281,resembled,resemble,Old French,Latin,Old French;Latin
6282,resembling,,,,
6283,resignation,resignation,Old French,Latin,Old French;Latin
6284,resignedly,,,,
6285,resolve,,,,
6286,response,response,Old French,Latin,Old French;Latin
6287,responses,response,Old French,Latin,Old French;Latin
6288,responsible,responsible,French,Latin,French;Latin
6289,resting,res,Latin,,Latin
6290,restless,restless,Germanic,Dutch,Germanic;Dutch;German;Old English
6291,restlessly,restless,Germanic,Dutch,Germanic;Dutch;German;Old English
6292,restored,restore,Old French,Latin,Old French;Latin
6293,restraining,restrain,Old French,Latin,Old French;Latin
6294,resurrected,,,,
6295,retaining,retain,Old French,Latin,Old French;Latin
6296,retch,retch,Old English,Germanic,Old English;Germanic;German
6297,retorted,,,,
6298,retrace,retrace,French,,French
6299,return-room,,,,
6300,revealed,,,,
6301,revel,revel,Old French,,Old French
6302,revelation,revelation,Old French,Latin,Old French;Latin
6303,revenged,revenge,Old French,Latin,Old French;Latin;American English;English
6304,revengeful,,,,
6305,revengefully,,,,
6306,revengefulness,,,,
6307,reverie,reverie,Old French,,Old French
6308,reviewed,review,French,Latin,French;Latin
6309,reviewing,review,French,Latin,French;Latin
6310,reviews,,,,
6311,revival,,,,
6312,revolution,revolution,Old French,Latin,Old French;Latin
6313,reward,reward,French,,French
6314,rewarded,reward,French,,French
6315,rex,rex,Latin,Sanskrit,Latin;Sanskrit;Old Irish
6316,reynolds,,,,
6317,rheumatic,rheumatic,Old French,Latin,Old French;Latin;Greek
6318,ribbon,ribbon,Old French,Germanic,Old French;Germanic;Middle Dutch;Dutch
6319,richard,richard,English,Old French,English;Old French;German;Germanic
6320,richly,richly,Old English,,Old English
6321,richmond,,,,
6322,rickety,rickety,English,,English
6323,riddles,,,,
6324,ride,ride,American English,English,American English;English
6325,ridge,ridge,Old English,Old Norse,Old English;Old Norse;Germanic;Old Frisian;Old Saxon;Dutch;German
6326,ridicule,ridicule,French,Latin,French;Latin
6327,rife,rife,Old English,Germanic,Old English;Germanic;Old Norse;Middle Dutch;Dutch;German
6328,rim,rim,Old English,Old Norse,Old English;Old Norse;Old Frisian
6329,rims,,,,
6330,ringing,,,,
6331,rinsed,,,,
6332,rioting,,,,
6333,ripe,ripe,Old English,Germanic,Old English;Germanic;Old Saxon;Middle Dutch;Dutch;German
6334,risk,risk,French,Italian,French;Italian;Spanish;German
6335,riverbanks,,,,
6336,roaming,roam,Old English,Germanic,Old English;Germanic;Old Norse;Spanish;Old French;Latin
6337,roared,roar,Old English,Middle Dutch,Old English;Middle Dutch;Dutch;German;Sanskrit;Slavonic;Latin
6338,roaring,,,,
6339,roast,,,,
6340,rob,rob,Old French,Germanic,Old French;Germanic;German;Old English
6341,robert,robert,French,German,French;German;Germanic;English
6342,robustness,,,,
6343,rock,,,,
6344,rocked,,,,
6345,rocking,,,,
6346,rome,rome,Old English,Old French,Old English;Old French;Latin;Sanskrit
6347,romeo,,,,
6348,room—the,,,,
6349,rope,,,,
6350,rosicrucian,rosicrucian,Latin,German,Latin;German;French
6351,rossa,,,,
6352,rosy,rosy,Old French,Middle Dutch,Old French;Middle Dutch;Dutch;German
6353,rotten,rotten,Old Norse,Germanic,Old Norse;Germanic
6354,rotterdam,,,,
6355,rotunda,rotunda,Italian,Latin,Italian;Latin
6356,rotundity,rotundity,Latin,,Latin
6357,rouge,rouge,French,Latin,French;Latin;English
6358,roughshod,,,,
6359,roundly,,,,
6360,rounds,,,,
6361,roused,rouse,Old French,English,Old French;English
6362,roussel,,,,
6363,route,,,,
6364,rowboat,rowboat,Dutch,,Dutch
6365,roystered,,,,
6366,rubber,rubber,American English,English,American English;English
6367,rubbish,rubbish,Old French,,Old French
6368,ruddy,ruddy,Old English,,Old English
6369,rudeness,,,,
6370,ruffle,,,,
6371,ruinous,ruinous,Old French,Latin,Old French;Latin
6372,ruins,,,,
6373,rushed,rush,American English,English,American English;English
6374,rusty,rusty,Old English,Middle Dutch,Old English;Middle Dutch;Dutch;German
6375,ryan,,,,
6376,sack,,,,
6377,sack—if,,,,
6378,sacraments,,,,
6379,sacrifices,sacrifice,Latin,,Latin
6380,sadder,,,,
6381,sadness,,,,
6382,sailed,sail,Old English,Germanic,Old English;Germanic;Old Norse;Middle Dutch;Dutch;German
6383,sailing-vessel,,,,
6384,salmon-pink,,,,
6385,salutation,salutation,Old French,Latin,Old French;Latin
6386,salute,,,,
6387,saluting,,,,
6388,salver,salver,English,French,English;French;Spanish;Latin
6389,sandy,,,,
6390,sash,sash,French,,French
6391,satan,satan,Old English,Latin,Old English;Latin;Greek
6392,satin,satin,Old French,Arabic,Old French;Arabic;Latin
6393,satirically,satirical,Latin,,Latin
6394,satisfactory,satisfactory,French,Latin,French;Latin
6395,satisfy,satisfy,Old French,Latin,Old French;Latin
6396,saturated,saturate,Latin,,Latin
6397,saturnine,saturnine,English,,English
6398,sauntered,,,,
6399,savage,,,,
6400,sawdust,,,,
6401,sayings,,,,
6402,scale,,,,
6403,scales,,,,
6404,scamper,scamper,Old French,Latin,Old French;Latin
6405,scandal,scandal,French,Latin,French;Latin;Greek
6406,scandalous,scandalous,French,Latin,French;Latin
6407,scandalously,scandalous,French,Latin,French;Latin
6408,scant,scant,Old Norse,Germanic,Old Norse;Germanic;Old English;German
6409,scantily,,,,
6410,scarf,scarf,Old English,,Old English
6411,scarlet,scarlet,Old French,Latin,Old French;Latin;Italian;Spanish;Arabic;Greek;English;German;Dutch
6412,scenery,,,,
6413,scenes,scene,French,Latin,French;Latin;Greek
6414,scented,,,,
6415,sceptical,,,,
6416,scheme,,,,
6417,scholar,scholar,Old English,Latin,Old English;Latin;Greek;Old French;German
6418,school-life,,,,
6419,schooling,,,,
6420,science,science,Old French,Latin,Old French;Latin;Greek;Old English
6421,scintillated,scintillate,Latin,,Latin
6422,scolded,,,,
6423,score,,,,
6424,scorn,scorn,Old French,German,Old French;German;Middle Dutch;Dutch
6425,scornfully,,,,
6426,scotland,,,,
6427,scoundrels,,,,
6428,scream,scream,Latin,,Latin
6429,screened,screen,Latin,Old French,Latin;Old French;Middle Dutch;Dutch;Germanic;German
6430,screw,,,,
6431,scriptures,scripture,Latin,,Latin
6432,scrupulous,scrupulous,French,Latin,French;Latin
6433,scrutiny,scrutiny,Latin,,Latin
6434,scudding,scud,English,Germanic,English;Germanic;German;Middle Dutch;Dutch
6435,scuffling,scuff,Old Norse,,Old Norse
6436,scurry,,,,
6437,searching,search,Old French,Latin,Old French;Latin;American English;English
6438,searchingly,,,,
6439,seasoned,,,,
6440,seasons,,,,
6441,seating,sea,Old English,Germanic,Old English;Germanic;Old Saxon;Old Frisian;Middle Dutch;Dutch;Old Norse;German;Latin
6442,seats,,,,
6443,secluded,,,,
6444,second-class,,,,
6445,second-hand,,,,
6446,secrecy,secrecy,Old French,,Old French
6447,secreto,,,,
6448,secrets,,,,
6449,sections,,,,
6450,secular,secular,Old French,Latin,Old French;Latin;Greek;English
6451,secured,,,,
6452,securely,,,,
6453,security,security,Latin,,Latin
6454,sedulously,sedulous,Latin,Greek,Latin;Greek
6455,seed,,,,
6456,sees,see,Old English,Germanic,Old English;Germanic;Old Saxon;German;Old Frisian;Middle Dutch;Dutch;Old Norse;Greek;Latin
6457,segment,,,,
6458,segouin's,,,,
6459,seizing,,,,
6460,selected,select,Latin,,Latin
6461,selection,selection,Latin,French,Latin;French;English
6462,self-contained,,,,
6463,self-won,,,,
